job_title,skills,experience,salary
Data Analyst,"python, sql",Senior,117434
AI Engineer,"python, deep learning",Mid,134133
AI Engineer,sql,Entry,88401
Data Scientist,"python, cloud",Senior,106176
Data Scientist,"ML, cloud",Entry,79965
Machine Learning Engineer,"python, ML, cloud",Entry,117875
Business Analyst,"sql, deep learning",Entry,62850
Machine Learning Engineer,"sql, deep learning",Mid,131085
Data Scientist,"python, ML, deep learning, cloud",Senior,141957
Data Analyst,ML,Mid,93529
Machine Learning Engineer,"python, ML",Mid,134190
Data Analyst,"sql, ML, deep learning, cloud",Senior,163405
Data Analyst,"sql, deep learning, cloud",Senior,121737
Data Analyst,"python, sql",Entry,54230
Business Analyst,"python, sql, ML, deep learning",Senior,149466
Business Analyst,"sql, ML, deep learning, cloud",Entry,89491
Business Analyst,"python, sql, ML, deep learning, cloud",Entry,94631
Data Engineer,"sql, ML, deep learning",Mid,100555
Data Analyst,"python, sql, deep learning",Entry,87373
Machine Learning Engineer,"python, sql, ML",Entry,107460
AI Engineer,"python, sql, ML, deep learning, cloud",Mid,151030
Business Analyst,"sql, ML, cloud",Mid,104110
Machine Learning Engineer,"python, ML, cloud",Senior,163110
Data Analyst,deep learning,Senior,135917
Business Analyst,"sql, ML",Mid,89808
Data Scientist,"ML, deep learning",Entry,75748
Data Scientist,"python, ML, deep learning",Entry,76777
Business Analyst,"python, sql, ML, deep learning, cloud",Senior,143998
Data Scientist,python,Senior,104589
AI Engineer,"python, sql, ML",Mid,134491
Data Engineer,"python, sql",Entry,66469
Business Analyst,"python, sql, cloud",Mid,83306
AI Engineer,"python, deep learning",Entry,124326
Machine Learning Engineer,"sql, deep learning, cloud",Entry,136273
AI Engineer,"python, sql, ML, deep learning",Entry,116356
Business Analyst,python,Mid,76982
Data Engineer,"sql, cloud",Mid,80809
Data Engineer,"sql, ML, deep learning",Entry,77423
Data Engineer,"deep learning, cloud",Senior,128593
AI Engineer,"python, ML, deep learning, cloud",Mid,152803
Data Analyst,deep learning,Mid,92213
AI Engineer,"python, sql",Mid,111963
Machine Learning Engineer,cloud,Mid,129633
AI Engineer,"python, deep learning",Senior,156371
Data Analyst,"python, deep learning, cloud",Mid,99647
Machine Learning Engineer,"python, deep learning",Mid,134964
Data Engineer,ML,Entry,62272
Data Analyst,"sql, cloud",Entry,64611
Data Analyst,deep learning,Senior,110028
Business Analyst,"ML, cloud",Senior,120572
Data Scientist,"python, ML, deep learning, cloud",Entry,88896
AI Engineer,"python, sql, ML, deep learning",Senior,171592
Data Scientist,"ML, cloud",Mid,122065
Data Engineer,"python, sql, ML",Mid,89086
AI Engineer,"python, sql, ML, cloud",Entry,115463
Data Analyst,python,Mid,78780
Data Engineer,"sql, deep learning, cloud",Senior,142855
Data Scientist,"python, ML, deep learning, cloud",Entry,87934
Machine Learning Engineer,"python, ML",Entry,102098
Business Analyst,"python, sql, ML, cloud",Entry,70550
AI Engineer,"python, ML",Entry,126843
Data Analyst,"python, sql, ML, deep learning",Senior,134777
Machine Learning Engineer,"sql, ML, deep learning",Mid,144864
Business Analyst,"python, ML, deep learning",Senior,150389
Data Analyst,"python, sql, ML, deep learning, cloud",Entry,105946
Business Analyst,"deep learning, cloud",Senior,124480
Machine Learning Engineer,"ML, deep learning, cloud",Senior,181728
Data Analyst,"python, sql",Entry,71382
Data Scientist,"sql, ML, deep learning, cloud",Mid,119148
Data Engineer,"python, sql, ML, cloud",Senior,121996
Data Analyst,cloud,Senior,127440
Data Analyst,"sql, deep learning",Mid,94377
Business Analyst,"sql, deep learning, cloud",Entry,75539
Machine Learning Engineer,"python, sql",Mid,135641
Machine Learning Engineer,"sql, ML, deep learning, cloud",Entry,127401
Machine Learning Engineer,"sql, cloud",Entry,97956
Machine Learning Engineer,"sql, ML",Senior,172756
Data Scientist,"python, sql, ML",Entry,69173
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Mid,159972
Business Analyst,ML,Mid,93490
Business Analyst,"sql, cloud",Mid,87612
AI Engineer,"deep learning, cloud",Senior,161098
Data Engineer,cloud,Mid,82191
Business Analyst,"python, deep learning, cloud",Entry,73167
AI Engineer,"sql, ML",Mid,129491
Machine Learning Engineer,"sql, ML, cloud",Entry,117849
Data Engineer,"sql, deep learning",Senior,112568
Business Analyst,"sql, ML, deep learning",Entry,95869
Business Analyst,"python, sql, cloud",Entry,83297
Machine Learning Engineer,"sql, ML, deep learning, cloud",Entry,133333
Data Scientist,"python, sql, ML, cloud",Mid,102923
AI Engineer,deep learning,Entry,125374
Data Engineer,"python, sql, ML, deep learning, cloud",Senior,137296
Data Analyst,"python, sql, deep learning",Entry,65985
Business Analyst,"sql, deep learning, cloud",Entry,79937
Data Analyst,,Entry,49366
Business Analyst,"ML, deep learning",Senior,127810
Business Analyst,cloud,Mid,108812
Data Engineer,"python, sql, cloud",Entry,77653
AI Engineer,"python, sql",Senior,139784
Data Scientist,"sql, ML, deep learning, cloud",Senior,136409
Machine Learning Engineer,"ML, deep learning, cloud",Entry,125496
AI Engineer,sql,Entry,89814
AI Engineer,"ML, cloud",Mid,138088
Business Analyst,"python, sql, ML, cloud",Mid,104491
Data Scientist,sql,Mid,76475
Data Scientist,"python, sql, ML, deep learning",Senior,133469
Data Engineer,"python, sql, cloud",Mid,89449
Business Analyst,"sql, deep learning, cloud",Senior,121186
Data Engineer,"python, sql, ML, cloud",Entry,78298
Data Scientist,cloud,Mid,83770
AI Engineer,"sql, deep learning, cloud",Senior,169116
AI Engineer,ML,Mid,133903
Data Scientist,python,Senior,103741
Machine Learning Engineer,python,Entry,89382
Machine Learning Engineer,deep learning,Entry,107758
Business Analyst,"sql, ML, deep learning",Entry,78081
AI Engineer,"ML, deep learning, cloud",Senior,202523
Business Analyst,"sql, ML",Senior,114490
Data Engineer,"ML, cloud",Entry,74300
Data Engineer,"python, sql, ML, deep learning, cloud",Senior,137985
Data Scientist,"sql, deep learning",Entry,61832
Data Scientist,"ML, deep learning, cloud",Mid,112096
Data Analyst,"deep learning, cloud",Entry,74529
Data Scientist,ML,Entry,68983
Machine Learning Engineer,ML,Mid,127108
Data Analyst,"ML, cloud",Senior,147939
Data Scientist,deep learning,Mid,86509
Data Analyst,"python, sql, ML, cloud",Mid,118811
Data Scientist,"python, ML, deep learning",Mid,109537
Business Analyst,"python, sql, ML, cloud",Entry,72022
Data Engineer,"python, sql, ML, deep learning",Entry,99865
Data Analyst,"python, deep learning, cloud",Entry,72666
Data Analyst,"sql, deep learning, cloud",Entry,79187
Data Analyst,python,Mid,79553
Data Analyst,"python, sql, deep learning",Senior,119475
Data Analyst,"python, deep learning",Entry,67234
Business Analyst,"python, ML, deep learning",Entry,79482
Data Scientist,"python, ML, cloud",Senior,122588
Data Analyst,"python, sql",Senior,99428
AI Engineer,"sql, deep learning",Entry,100864
Machine Learning Engineer,"python, cloud",Mid,123041
Data Analyst,"sql, ML, deep learning, cloud",Mid,116452
Business Analyst,"ML, deep learning, cloud",Mid,112819
Machine Learning Engineer,"sql, deep learning, cloud",Entry,117209
Machine Learning Engineer,"sql, ML, deep learning, cloud",Mid,159441
Data Scientist,"sql, cloud",Entry,59262
Business Analyst,"python, sql, deep learning",Mid,87576
Data Engineer,"python, sql, ML, deep learning, cloud",Senior,155734
Data Scientist,sql,Mid,78572
Data Scientist,"python, sql, ML, deep learning, cloud",Senior,141618
Data Analyst,,Senior,124223
Data Analyst,"sql, ML, cloud",Entry,71461
Machine Learning Engineer,cloud,Senior,151142
Data Engineer,"python, sql, deep learning, cloud",Mid,102743
Business Analyst,"sql, ML, deep learning, cloud",Senior,159584
Business Analyst,ML,Entry,65873
Data Engineer,"sql, ML",Mid,88683
AI Engineer,"python, cloud",Mid,126092
Data Engineer,"ML, cloud",Mid,101476
Machine Learning Engineer,cloud,Senior,167787
Data Analyst,"python, sql, ML",Senior,115266
Data Analyst,"python, sql, deep learning",Senior,118708
Data Analyst,"python, sql",Senior,104268
Data Engineer,"python, sql",Senior,96329
Data Scientist,cloud,Mid,105955
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Mid,151079
Data Analyst,"python, ML, cloud",Entry,95283
AI Engineer,"sql, ML, deep learning, cloud",Mid,151292
AI Engineer,,Mid,110832
Data Analyst,"ML, deep learning, cloud",Senior,135227
AI Engineer,,Mid,114355
Data Analyst,"python, ML, cloud",Mid,117793
Business Analyst,python,Mid,74320
Business Analyst,"ML, deep learning",Senior,134894
Data Engineer,"sql, deep learning, cloud",Senior,129329
Data Engineer,"python, sql, deep learning",Mid,94089
Business Analyst,"sql, ML",Senior,137634
Machine Learning Engineer,"sql, ML, cloud",Senior,160731
Machine Learning Engineer,"python, cloud",Senior,150008
Data Engineer,"python, ML, cloud",Entry,72590
Data Analyst,"sql, deep learning",Entry,61995
Data Analyst,sql,Senior,103015
AI Engineer,deep learning,Senior,156572
AI Engineer,"sql, cloud",Mid,122670
AI Engineer,,Entry,93655
Machine Learning Engineer,"python, ML, deep learning, cloud",Entry,126426
Data Analyst,"sql, ML, cloud",Mid,95477
Data Engineer,"sql, ML, cloud",Entry,71689
Data Engineer,,Senior,95296
Data Engineer,"python, sql, ML, deep learning",Senior,131204
Data Scientist,"python, sql, deep learning",Mid,94046
AI Engineer,"python, sql, cloud",Senior,145815
Machine Learning Engineer,"python, ML, deep learning, cloud",Mid,175319
Data Engineer,"python, sql, ML",Mid,88954
AI Engineer,python,Senior,135493
Data Engineer,"python, sql, cloud",Entry,60154
Data Analyst,ML,Entry,65255
Data Scientist,"ML, cloud",Mid,101192
Machine Learning Engineer,cloud,Entry,98963
Machine Learning Engineer,"python, ML, deep learning, cloud",Entry,128397
Data Engineer,"sql, cloud",Entry,64011
Machine Learning Engineer,"sql, ML, deep learning, cloud",Senior,197865
Data Analyst,"sql, deep learning, cloud",Senior,126255
Business Analyst,ML,Entry,63378
AI Engineer,sql,Entry,86434
Business Analyst,"sql, ML",Mid,89926
Data Analyst,"python, sql, ML, cloud",Senior,121249
Data Scientist,ML,Senior,114675
Machine Learning Engineer,python,Entry,112862
Data Analyst,"sql, ML, deep learning",Senior,130392
Machine Learning Engineer,"python, ML, deep learning",Entry,120920
Business Analyst,"sql, deep learning, cloud",Entry,77991
AI Engineer,"python, ML, cloud",Senior,188737
Data Analyst,"ML, cloud",Entry,78910
Data Scientist,"python, sql, ML, deep learning",Senior,133177
Business Analyst,cloud,Senior,108483
Machine Learning Engineer,"ML, deep learning",Mid,146302
AI Engineer,"python, ML",Mid,148705
Business Analyst,deep learning,Senior,113718
Data Engineer,"sql, cloud",Entry,63867
Business Analyst,"python, sql, ML",Senior,118328
Business Analyst,python,Mid,93897
Machine Learning Engineer,ML,Senior,170071
Business Analyst,"python, sql, ML, cloud",Entry,71900
Business Analyst,"python, ML, deep learning",Mid,104825
Data Engineer,"sql, ML, cloud",Mid,117962
Business Analyst,"python, sql, cloud",Entry,55347
AI Engineer,"python, ML",Senior,151265
Data Analyst,"python, deep learning",Mid,90311
Data Analyst,"python, ML, deep learning, cloud",Senior,143495
Data Engineer,"python, sql",Mid,76635
Data Scientist,"python, sql, ML, cloud",Senior,142815
Data Analyst,"sql, ML, deep learning",Mid,120588
Data Engineer,"python, deep learning",Entry,63688
Machine Learning Engineer,"python, sql, deep learning, cloud",Mid,141999
Data Analyst,"python, ML, deep learning",Entry,76758
Data Engineer,deep learning,Mid,89406
Machine Learning Engineer,"python, sql, deep learning",Senior,170540
Business Analyst,"python, deep learning, cloud",Senior,142419
Business Analyst,cloud,Mid,88014
Data Engineer,"python, sql, ML",Entry,60562
Machine Learning Engineer,sql,Entry,94035
Business Analyst,sql,Senior,101050
Data Scientist,"sql, ML, deep learning",Entry,84107
Data Engineer,"python, ML, deep learning",Senior,152444
Machine Learning Engineer,python,Entry,92018
Business Analyst,"python, sql, deep learning, cloud",Senior,121278
Data Analyst,"ML, deep learning, cloud",Entry,92496
Data Scientist,"ML, cloud",Entry,75790
Data Analyst,ML,Entry,65611
Data Analyst,"ML, deep learning",Senior,131170
Data Scientist,"python, sql, ML, deep learning",Senior,151041
Data Engineer,"python, deep learning",Entry,61417
Data Analyst,"ML, deep learning",Entry,80120
AI Engineer,"python, deep learning, cloud",Mid,140775
Machine Learning Engineer,"sql, ML, deep learning",Senior,170660
Machine Learning Engineer,sql,Mid,115604
Business Analyst,"python, ML, deep learning, cloud",Entry,85100
Data Scientist,"sql, cloud",Senior,125979
Data Scientist,"python, sql",Mid,96877
Machine Learning Engineer,"sql, cloud",Entry,118439
Data Scientist,"python, sql",Entry,68065
Business Analyst,"python, deep learning",Senior,116766
Data Engineer,cloud,Entry,61096
Data Engineer,"python, deep learning",Senior,113955
Data Engineer,,Entry,49799
Business Analyst,"sql, ML, deep learning, cloud",Mid,130540
Business Analyst,"python, ML, deep learning, cloud",Senior,141163
AI Engineer,"python, sql, ML, deep learning",Entry,119717
Data Engineer,"sql, ML, deep learning",Entry,82979
AI Engineer,"python, ML, deep learning, cloud",Mid,151239
Data Analyst,sql,Mid,91949
Data Scientist,"python, sql, ML",Entry,84349
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Senior,182076
AI Engineer,"python, sql, ML, deep learning, cloud",Senior,175839
Business Analyst,deep learning,Entry,65740
Data Scientist,"ML, deep learning, cloud",Mid,118609
AI Engineer,deep learning,Entry,107820
AI Engineer,"python, ML, deep learning, cloud",Mid,154861
Business Analyst,deep learning,Senior,130938
Data Engineer,"sql, ML, cloud",Senior,125373
Data Scientist,sql,Senior,101227
Business Analyst,"python, sql, ML, cloud",Entry,77145
AI Engineer,,Mid,117663
Data Analyst,"python, ML",Senior,116395
AI Engineer,"python, sql, ML, cloud",Mid,142851
Data Scientist,"python, ML",Entry,69273
AI Engineer,"python, deep learning",Mid,130733
Data Scientist,"python, ML, cloud",Entry,78841
Data Analyst,"python, sql, ML, deep learning, cloud",Mid,138303
AI Engineer,"python, ML, deep learning, cloud",Entry,133853
Data Scientist,"ML, deep learning",Mid,121049
Data Analyst,"python, sql, ML, cloud",Senior,128998
AI Engineer,ML,Entry,125546
Machine Learning Engineer,"ML, deep learning",Senior,192394
Machine Learning Engineer,"python, deep learning, cloud",Mid,140396
Business Analyst,"python, sql, ML, deep learning, cloud",Senior,138881
Machine Learning Engineer,"sql, deep learning",Mid,152086
Data Analyst,"sql, deep learning, cloud",Senior,146060
Business Analyst,"python, ML, cloud",Senior,126793
Data Analyst,"python, ML, deep learning",Mid,109090
Data Engineer,"python, sql, ML, deep learning, cloud",Mid,111091
Business Analyst,"python, sql, ML, cloud",Entry,75819
Machine Learning Engineer,"sql, deep learning, cloud",Entry,112276
Business Analyst,"sql, ML, cloud",Entry,74722
Business Analyst,"python, ML, deep learning, cloud",Mid,113247
Data Scientist,"python, sql, deep learning, cloud",Senior,120949
Data Scientist,"ML, deep learning, cloud",Senior,141339
AI Engineer,deep learning,Senior,154179
Data Analyst,"python, sql, deep learning",Senior,110158
Data Engineer,"sql, cloud",Senior,112257
Data Analyst,"sql, deep learning, cloud",Entry,75247
Business Analyst,"sql, deep learning",Mid,87179
AI Engineer,"python, sql, deep learning",Entry,107422
Business Analyst,"python, cloud",Entry,59162
Data Scientist,"python, ML, deep learning, cloud",Senior,155528
AI Engineer,"python, sql, cloud",Entry,120127
Data Analyst,"ML, cloud",Mid,119210
Data Engineer,"ML, deep learning",Entry,77945
Data Analyst,"python, deep learning, cloud",Entry,90056
Data Analyst,"python, ML, cloud",Senior,140944
Data Analyst,"python, ML, deep learning, cloud",Mid,114263
Business Analyst,"python, ML",Senior,131178
Data Scientist,"python, cloud",Senior,114814
